input_text,target_text
The system recorded 20031026040212,2003-10-26
1650387600000000,2022-04-20
24-9-2019,2019-09-24
2010-06-26T04:30:16+0500,2010-06-26
31/7/2009 giờ 17:18:4,2009-07-31
1994-12-12T06:23:52Z+3,1994-12-12
2014/7/28T374,2014-07-28
1995-12-28T22:10:34Z+3,1995-12-28
2023-03-22T10:53:06.966538122Z,2023-03-22
2034-01-05T00:32:00,2034-01-05
2032-06-30T17:12:56-0300,2032-06-30
16 Nov 2011,2011-11-16
"June 7, 2033",2033-06-07
31.8.2012T10-38-34,2012-08-31
1993-03-04T21:17:46.567432Z,1993-03-04
1997-03-25T01:52:57.210141Z,1997-03-25
01-03-23,2023-03-01
7 9 2001,2001-09-07
Sự kiện diễn ra vào 29/4/2018 6:9,2018-04-29
9 Jun 2015,2015-06-09
1998-04-26T20:29:12Z+3,1998-04-26
6 Nov 1998,1998-11-06
14-7-2028,2028-07-14
1842627600000000,2028-05-23
6 January 2003,2003-01-06
20220503000820769751132,2022-05-03
2009_11_08T2_11_5+2500,2009-11-08
2007_04_13T12_11_2Z,2007-04-13
2023-06-11T18:35:37,2023-06-11
13.10.2027T16-20-38,2027-10-13
20220305161410514755,2022-03-05
1736010000,2025-01-05
27.8.2008T5-20-47,2008-08-27
22 Jan 2030,2030-01-22
1732554000,2024-11-26
23 July 2022,2022-07-23
20280807121058948460,2028-08-07
20/05/99,1999-05-20
20041011184907474093392,2004-10-11
"February 10, 1996",1996-02-10
20300320041542295283,2030-03-20
"3rd of April, 2002",2002-04-03
2023-07-10T13:31:26Z+3,2023-07-10
06.07.28,2028-07-06
"29th of November, 1998",1998-11-29
Event at 1994-12-21T16:8:40,1994-12-21
"November 7, 2000",2000-11-07
24.4.2003T20-47-31,2003-04-24
20151001212239,2015-10-01
2009|08|12,2009-08-12
20240609015758678913301,2024-06-09
27/10/2000 giờ 8:16:1,2000-10-27
900176400000000000,1998-07-12
2012-12-22T19:43:57Z+3,2012-12-22
28-5-1993,1993-05-14
6/12/2010 giờ 7:24:37,2010-12-06
"18th of December, 2018",2018-12-18
25-06-00,2000-06-25
23|02|09,2009-02-23
Event at 2022-12-25T7:24:17,2022-12-25
9 tháng 1 năm 1995,1995-01-09
2033-10-12T15:30:54.585Z,2033-10-12
2003_03_24T3_9_49Z+3,2003-03-24
20190319163047565,2019-03-19
26 August 2004,2004-08-26
1992-06-28T10:59:48Z,1992-06-28
20020627024142293352,2002-06-27
1047488400000000,2003-03-13
1990-03-13T23:18:15.103Z,1990-03-13
2027-05-24T11:06:11.267539Z,2027-05-24
1993-10-10T22:01:24.691869092Z,1993-10-10
21/08/01,2001-08-21
2021-10-13T13:55:47,2021-10-13
2/11/2017 giờ 3:14:54,2017-11-02
2001/9/9T73130,2001-09-09
Ngày 6-10-2005,2005-10-06
14|09|16,2016-09-14
Event at 2001-01-06T19:23:31,2001-01-06
20120823045411632992,2012-08-23
Sự kiện diễn ra vào 26/12/2030 12:52,2030-12-26
2035-10-02T02:35:03.696023835Z,2035-10-02
40-3-2018,2018-03-20
2003-07-28T17:31:16Z+3,2003-07-28
2004-12-14T06:52:20Z+3,2004-12-14
13.8.2012,2012-08-13
"11th of December, 2019",2019-12-11
20080404001717910471044,2008-04-04
25/16-2007,2007-08-25
22-11-2014,2014-11-11
Sự kiện diễn ra vào 27/8/2028 10:26,2028-08-27
2033-08-13T03:44:44.625545167Z,2033-08-13
20/2-1991,1991-01-20
Event at 2010-03-11T0:39:47,2010-03-11
28 February 1992,1992-02-28
12-2-2018,2018-02-12
20160414084056574,2016-04-14
1943370000,2031-08-02
20.8.2001T16-23-3,2001-08-20
18/6-2025,2025-03-18
1992-03-04T22:40:01.810161Z,1992-03-04
The system recorded 20210526071203,2021-05-26
2000566800,2033-05-25
20190207054032,2019-02-07
891795600000,1998-04-06
19960730045420,1996-07-30
2018/7/8T155717,2018-07-08
40-10-1991,1991-10-20
2011-07-23T09:44:06Z+3,2011-07-23
1991-06-24T20:38:27+2500,1991-06-24
"February 11, 2029",2029-02-11
Sự kiện diễn ra vào 24/11/2035 17:38,2035-11-24
13 tháng 3 năm 2027,2027-03-13
1992-06-30T10:31:08.551143Z,1992-06-30
"August 22, 2004",2004-08-22
2014-08-21T06:18:15,2014-08-21
Event at 1992-12-31T17:59:28,1992-12-31
2010_08_11T15_5_14-0330,2010-08-11
20340602232324467,2034-06-02
1177088400,2007-04-21
1290445200,2010-11-23
52-4-2019,2019-04-26
1895331600000000,2030-01-23
2012-10-19T11:00:25,2012-10-19
2015_03_27T6_17_11-0300,2015-03-27
1187542800000000000,2007-08-20
2008-07-12T07:40:15.476Z,2008-07-12
2034/4/4T222345,2034-04-04
2033/5/5T102642,2033-05-05
2004-05-09T13:26:46,2004-05-09
1991-11-12T20:17:02,1991-11-12
2021-10-25T06:58:39Z+3,2021-10-25
2028-07-16T02:17:43.089944Z,2028-07-16
10/22-2026,2026-11-10
12 12 2019,2019-12-12
31 Mar 1993,1993-03-31
"5th of October, 2009",2009-10-05
24-3-2011,2011-03-12
The system recorded 20061128115941,2006-11-28
6 March 2003,2003-03-06
ngày 12 tháng 1 năm 2014,2014-01-12
03_07_06,2006-07-03
The system recorded 20110131024829,2011-01-31
ngày 16 tháng 1 năm 1990,1990-01-16
868381200000000,1997-07-09
03|10|92,1992-10-03
"September 15, 2019",2019-09-15
1444842000,2015-10-15
"31th of March, 2023",2023-03-31
"July 14, 1999",1999-07-14
2013-04-23T10:55:26.816370Z,2013-04-23
1198170000000,2007-12-21
19950722073216,1995-07-22
1996-07-13T14:59:45+2500,1996-07-13
Sự kiện diễn ra vào 14/1/2027 0:0,2027-01-14
1997-07-11,1997-07-11
2007/11/18T23850,2007-11-18
2019-07-23T13:02:11-0300,2019-07-23
14-3-2033,2033-03-14
2003.09.30,2003-09-30
941130000000000,1999-10-29
ngày 7 tháng 9 năm 1995,1995-09-07
01|06|02,2002-06-01
19940314170753,1994-03-14
2018-10-28T21:40:07+3,2018-10-28
20280827192725815149,2028-08-27
14_9_2027,2027-09-14
30|09|31,2031-09-30
13/4-2023,2023-02-13
20020901124412372248,2002-09-01
10/02/2015,2015-10-02
20110518210626149893,2011-05-18
15/14-2013,2013-07-15
1991-03-20T00:57:45.230235Z,1991-03-20
2011/4/21T21953,2011-04-21
22 8 2019,2019-08-22
13_8_1996,1996-08-13
20090425120636,2009-04-25
20180514120917,2018-05-14
Ngày 7-1-2029,2029-01-07
2025-10-18T02:00:48,2025-10-18
2.8.2005T16-2-53,2005-08-02
29 June 2020,2020-06-29
19950703174254436147,1995-07-03
20200427084356550829,2020-04-27
20140113045923654203825,2014-01-13
The system recorded 20100928101455,2010-09-28
2046618000000,2034-11-09
1814029200,2027-06-27
20310122101346887059181,2031-01-22
The system recorded 20050327000318,2005-03-27
20110827152752008421624,2011-08-27
832525200,1996-05-20
14.10.1995,1995-10-14
20171129035805754764395,2017-11-29
1998-01-17T09:59:10.265614Z,1998-01-17
20240627104020438815,2024-06-27
1990-02-09T19:31:07.800Z,1990-02-09
1996-02-15T16:24:45-0300,1996-02-15
Ngày 12-2-2003,2003-02-12
"February 9, 2010",2010-02-09
ngày 4 tháng 4 năm 2032,2032-04-04
25.8.1998T0-51-1,1998-08-25
2028-07-29T21:46:34.361828Z,2028-07-29
The system recorded 20051126123204,2005-11-26
"July 25, 1995",1995-07-25
25.1.2034T12-39-35,2034-01-25
1991-08-30T20:01:03.992927540Z,1991-08-30
28/3/2017 giờ 7:55:26,2017-03-28
The system recorded 20020923063705,2002-09-23
2/5/1997 giờ 2:51:16,1997-05-02
1994-01-03T12:19:46+2500,1994-01-03
2004-09-09T05:03:57.633059833Z,2004-09-09
Sự kiện diễn ra vào 31/7/1997 18:13,1997-07-31
2003-12-10T20:01:48.962982Z,2003-12-10
4 tháng 4 năm 1998,1998-04-04
"7th of June, 1991",1991-06-07
2017-08-19T09:25:36+2500,2017-08-19
2025_10_20T3_11_24Z,2025-10-20
2/20-1990,1990-10-02
29 Sep 2001,2001-09-29
1292000400000000000,2010-12-11
2022-12-22T06:27:23.659993453Z,2022-12-22
2021_05_12T14_33_38Z,2021-05-12
24-1-2019,2019-01-24
1/16-2011,2011-08-01
The system recorded 20190712155147,2019-07-12
"3rd of March, 1991",1991-03-03
18 4 1993,1993-04-18
ngày 13 tháng 1 năm 2008,2008-01-13
2009-03-09T23:09:26Z+3,2009-03-09
Ngày 16-2-2016,2016-02-16
2007-01-30T22:29:30Z+3,2007-01-30
07 21 2006,2006-07-21
22 April 2020,2020-04-22
20071201210054,2007-12-01
1293123600000000000,2010-12-24
5-6-2015,2015-06-05
1783616400000000,2026-07-10
1997|10|15,1997-10-15
20340623163011804304,2034-06-23
ngày 21 tháng 6 năm 2032,2032-06-21
1994-07-09T17:04:32.792758Z,1994-07-09
25 tháng 1 năm 2014,2014-01-25
The system recorded 20051116103835,2005-11-16
25 tháng 11 năm 2015,2015-11-25
19/5/2001,2001-05-19
6-6-1992,1992-06-03
3 tháng 4 năm 2021,2021-04-03
2003-02-14T05:32:21-05:00,2003-02-14
31/3/1996 giờ 22:4:25,1996-03-31
2067786000000000000,2035-07-12
Ngày 2-1-1992,1992-01-02
1707670800,2024-02-12
2013-04-29T09:53:13Z+3,2013-04-29
10/2/2000 giờ 21:31:45,2000-02-10
2020-10-01T06:41:01.714827Z,2020-10-01
1834074000000000000,2028-02-14
20120806091721665,2012-08-06
20130929212450,2013-09-29
23.3.2002T12-35-4,2002-03-23
8.2.2021T21-27-7,2021-02-08
2026-11-23T14:39:14Z+3,2026-11-23
2023-04-17T01:12:32Z+3,2023-04-17
2011-11-11T20:40:31.686009Z,2011-11-11
2000-09-19T01:37:50.605710227Z,2000-09-19
2034_09_10T1_27_3-0330,2034-09-10
1543683600000000,2018-12-02
2031930000000000,2034-05-23
11 tháng 10 năm 2002,2002-10-11
The system recorded 20340108015708,2034-01-08
15 tháng 3 năm 1992,1992-03-15
"3rd of December, 2005",2005-12-03
01-16-2011,2011-01-16
09|04|95,1995-04-09
22/06/29,2029-06-22
9-5-2010,2010-05-09
2010-07-15T00:13:10+2500,2010-07-15
ngày 21 tháng 2 năm 1998,1998-02-21
"June 13, 2012",2012-06-13
20050603201408,2005-06-03
2013-12-21T18:37:00+2500,2013-12-21
1995-06-23T04:13:40.532Z,1995-06-23
13-6-2008,2008-06-13
1991-01-19T12:36:06.351624058Z,1991-01-19
22-10-1994,1994-10-11
19911231151020737,1991-12-31
Event at 2032-09-09T3:38:1,2032-09-09
Ngày 25-5-2019,2019-05-25
20191105112917727657,2019-11-05
1991-01-16T02:20:29.780286Z,1991-01-16
2011-05-04T01:40:24Z+3,2011-05-04
Ngày 24-2-2015,2015-02-24
29-2-2028,2028-02-29
ngày 18 tháng 11 năm 2028,2028-11-18
3/3/2031 giờ 4:5:59,2031-03-03
36-2-2019,2019-02-18
15/3/1992 giờ 0:19:19,1992-03-15
20201013052601808609139,2020-10-13
Event at 2003-04-30T8:36:39,2003-04-30
Ngày 19-11-2023,2023-11-19
20060326091807802738251,2006-03-26
29/12/2030 giờ 18:9:38,2030-12-29
"19th of December, 2009",2009-12-19
Ngày 17-3-2000,2000-03-17
Sự kiện diễn ra vào 24/10/2000 18:7,2000-10-24
13_4_2034,2034-04-13
2 tháng 8 năm 2006,2006-08-02
2 tháng 3 năm 2012,2012-03-02
Event at 2025-04-19T15:19:33,2025-04-19
17.1.1996T5-54-59,1996-01-17
2027-11-03T21:56:55Z+3,2027-11-03
14 02 15,2015-02-14
30 June 2033,2033-06-30
2015-11-22T01:54:56Z+3,2015-11-22
6 Aug 2003,2003-08-06
"28th of July, 2017",2017-07-28
20.10.2014,2014-10-20
2007-02-21T20:35:53.494357Z,2007-02-21
1115830800000000,2005-05-12
36-12-2034,2034-12-18
ngày 26 tháng 1 năm 2027,2027-01-26
2016-08-18T12:39:53,2016-08-18
20060615055804,2006-06-15
"June 23, 2012",2012-06-23
2024-07-02T13:22:05.381Z,2024-07-02
26 Jun 1993,1993-06-26
Sự kiện diễn ra vào 2/10/1993 2:35,1993-10-02
19 May 2004,2004-05-19
1540141200000,2018-10-22
1441645200000,2015-09-08
2015-11-13T10:47:07.820900835Z,2015-11-13
Ngày 21-1-2031,2031-01-21
The system recorded 20020617105352,2002-06-17
1996-02-07T17:07:29.895218543Z,1996-02-07
"January 15, 2021",2021-01-15
1532538000000,2018-07-26
22/8-2017,2017-04-22
3/3/2032 giờ 16:48:55,2032-03-03
1994-01-12T02:20:00,1994-01-12
20180111174852843086,2018-01-11
2012-03-30T15:56:50.098541Z,2012-03-30
The system recorded 20291103110423,2029-11-03
16/3/1999 giờ 21:22:28,1999-03-16
Sự kiện diễn ra vào 4/11/2030 0:52,2030-11-04
19941207183249783,1994-12-07
24.8.2000T18-44-37,2000-08-24
1992/1/30T163523,1992-01-30
30.1.1996T1-25-50,1996-01-30
917715600,1999-01-31
20020224090709124927,2002-02-24
1992-03-01T15:14:06.192923Z,1992-03-01
2029-05-26T14:48:15.232452849Z,2029-05-26
21 Sep 2005,2005-09-21
2027_05_19T22_50_57Z,2027-05-19
ngày 11 tháng 3 năm 2013,2013-03-11
20250704093312900789265,2025-07-04
20/6/2012 giờ 11:2:5,2012-06-20
30-9-2021,2021-09-30
08/01/99,1999-01-08
56-3-2035,2035-03-28
16-6-2033,2033-06-08
7 May 2006,2006-05-07
09/07/26,2026-07-09
13|2|2034,2034-02-13
20351226175733139862,2035-12-26
3-11-2034,2034-11-03
1897923600,2030-02-22
2014_06_24T0_15_46Z+3,2014-06-24
1996-03-15T17:20:42,1996-03-15
ngày 15 tháng 4 năm 1999,1999-04-15
20240303102935654734,2024-03-03
2016-10-28T01:47:53.117832220Z,2016-10-28
03_12_98,1998-12-03
20050204151134886887686,2005-02-04
2000_04_30T23_29_35+3,2000-04-30
24|07|15,2015-07-24
2020-07-02T00:31:47+3,2020-07-02
20320803023838344019,2032-08-03
17-10-2035,2035-10-17
"February 8, 2029",2029-02-08
20081101081827042058,2008-11-01
31-3-2012,2012-03-31
2001-05-16,2001-05-16
19910802185143473,1991-08-02
1998-09-10T18:27:19.727401Z,1998-09-10
The system recorded 19960909221324,1996-09-09
27.11.2005T5-43-58,2005-11-27
2030-04-22T21:07:46Z,2030-04-22
Ngày 14-8-2003,2003-08-14
2020-11-28T01:13:12+07:00,2020-11-28
2023-05-30T12:54:19+2500,2023-05-30
1994_04_13T9_20_2+3,1994-04-13
2-12-1996,1996-12-02
2033_08_14T3_14_35+3,2033-08-14
20141213003324697,2014-12-13
2018_09_01T9_59_24+2500,2018-09-01
26.2.1997T9-58-25,1997-02-26
"May 28, 2013",2013-05-28
2011-12-02T20:12:57.257066Z,2011-12-02
20 Sep 2029,2029-09-20
ngày 22 tháng 8 năm 2011,2011-08-22
1886605200000000,2029-10-14
20201015034957207216,2020-10-15
1307293200000000000,2011-06-06
58-8-1997,1997-08-29
Ngày 25-9-2024,2024-09-25
3/6/2012 giờ 11:44:28,2012-06-03
2015-12-21T08:47:40+08,2015-12-21
1994-07-13T10:42:41+2500,1994-07-13
Ngày 8-5-2016,2016-05-08
Sự kiện diễn ra vào 26/7/2019 5:55,2019-07-26
19970618061027791020149,1997-06-18
2025-10-23T08:28:01+2500,2025-10-23
2024.08.28,2024-08-28
20230601171113921877646,2023-06-01
2040656400000000000,2034-09-01
2011/10/10T1353,2011-10-10
30 tháng 12 năm 2001,2001-12-30
20020723000636793080031,2002-07-23
2026-09-10T00:53:36+2500,2026-09-10
1995/4/25T17156,1995-04-25
2020-04-22T14:06:08Z+3,2020-04-22
20060419094839,2006-04-19
10 Feb 1991,1991-02-10
ngày 2 tháng 12 năm 1993,1993-12-02
ngày 21 tháng 2 năm 2030,2030-02-21
2002_01_02T5_30_1Z+3,2002-01-02
30/1/1994 giờ 6:25:9,1994-01-30
2009-10-16T05:07:48Z,2009-10-16
1864054800000000000,2029-01-26
Sự kiện diễn ra vào 9/3/2032 0:0,2032-03-09
19970602055558,1997-06-02
29.10.2002T6-0-17,2002-10-29
14/2/2014 giờ 6:18:4,2014-02-14
2035-05-28T13:33:26+2500,2035-05-28
2061651600,2035-05-02
"24th of February, 2021",2021-02-24
21.9.2003,2003-09-21
20171101020132737888574,2017-11-01
2010|01|08,2010-01-08
1990-09-28T05:49:09,1990-09-28
Event at 2016-04-26T18:51:33,2016-04-26
2015.02.28,2015-02-28
7.3.2023T21-28-37,2023-03-07
2027/9/21T17599,2027-09-21
Sự kiện diễn ra vào 8/10/2027 20:42,2027-10-08
04-18-1995,1995-04-18
2016_09_03T15_0_6Z+3,2016-09-03
19951017021115071,1995-10-17
988304400,2001-04-27
20350621175758521,2035-06-21
20170514042055939531,2017-05-14
20110910143752610260,2011-09-10
4.10.2029,2029-10-04
1993-07-31T04:26:10.452459Z,1993-07-31
13-3-1998,1998-03-13
2026-12-27T13:26:16+2500,2026-12-27
ngày 9 tháng 12 năm 2027,2027-12-09
1894208400000,2030-01-10
20000327023453962,2000-03-27
2001517200000000,2033-06-05
2026-09-03T21:48:23,2026-09-03
2024-02-05T12:20:07Z+3,2024-02-05
24 tháng 9 năm 2018,2018-09-24
1996-01-07T23:06:15.162748Z,1996-01-07
"19th of October, 2026",2026-10-19
23 July 2016,2016-07-23
9-8-1994,1994-08-09
2007/10/19T134522,2007-10-19
04.01.2026,2026-04-01
1700758800,2023-11-24
"6th of August, 1995",1995-08-06
2029-07-04T22:40:40,2029-07-04
21/4-2018,2018-02-21
19 Jan 2029,2029-01-19
23/8/2028 giờ 17:0:32,2028-08-23
31_1_2003,2003-01-31
2035-10-08T18:12:01Z+3,2035-10-08
38-10-2018,2018-10-19
24_02_20,2020-02-24
10.14.2004,2004-10-14
19-03-30,2030-03-19
Ngày 19-6-1998,1998-06-19
20080909201752,2008-09-09
2024-05-24T12:57:02,2024-05-24
1996-01-14T17:51:17+2500,1996-01-14
4.9.1995T9-57-14,1995-09-04
48-1-2002,2002-01-24
2030-09-16T06:32:16,2030-09-16
28-3-2010,2010-03-14
1953997200000000,2031-12-03
1 Nov 1997,1997-11-01
2047222800000000000,2034-11-16
3-5-2015,2015-05-03
10/15/2016,2016-10-15
30/18-1997,1997-09-30
8/18-2008,2008-09-08
"9th of July, 2034",2034-07-09
14/11/2004 giờ 4:45:25,2004-11-14
2031-08-26T11:15:54.803Z,2031-08-26
2008|11|10,2008-11-10
The system recorded 19920628051002,1992-06-28
"December 30, 1994",1994-12-30
2000-05-23T23:24:47,2000-05-23
1044291600000000,2003-02-04
2006-06-22T09:01:43.107Z,2006-06-22
1989075600000000,2033-01-12
24-6-2017,2017-06-24
19910228121821200,1991-02-28
"January 26, 2000",2000-01-26
2006_04_03T8_29_54+08,2006-04-03
20041027102301224,2004-10-27
1993/1/9T201114,1993-01-09
2032_04_12T21_2_30+08,2032-04-12
20100114103835,2010-01-14
19960131043420318402567,1996-01-31
17.11.1992T22-52-32,1992-11-17
19951003110359142035,1995-10-03
2001-07-22T00:05:59.302925Z,2001-07-22
19990921193059787757164,1999-09-21
1933434000,2031-04-09
19960209071927,1996-02-09
06_05_00,2000-05-06
2035-12-08T22:38:25.654Z,2035-12-08
2011-10-03T20:56:54.298605918Z,2011-10-03
5 tháng 1 năm 2034,2034-01-05
2009-06-29T19:05:37.715Z,2009-06-29
21 April 1999,1999-04-21
ngày 11 tháng 5 năm 2023,2023-05-11
31-7-2006,2006-07-31
1 Nov 2019,2019-11-01
Sự kiện diễn ra vào 25/7/2001 3:27,2001-07-25
20240826214422316,2024-08-26
2000-06-21T20:25:39Z+3,2000-06-21
2031/04/05,2031-04-05
1993.07.29,1993-07-29
2034-01-14T21:01:31,2034-01-14
2001-04-13T18:07:57.569Z,2001-04-13
1315242000000,2011-09-06
2026-11-02T04:21:42Z,2026-11-02
Event at 2018-06-21T20:33:20,2018-06-21
2031-02-20T07:36:28,2031-02-20
20240321133849104938688,2024-03-21
"December 21, 2030",2030-12-21
2015-05-19T07:55:19.605807Z,2015-05-19
26_1_2025,2025-01-26
1998-05-11T01:55:43,1998-05-11
3.8.2021T0-29-27,2021-08-03
18 Nov 1993,1993-11-18
The system recorded 20150325053517,2015-03-25
16-7-2001,2001-07-16
2001_05_22T21_6_53+08,2001-05-22
1016211600000000,2002-03-16
ngày 5 tháng 1 năm 2018,2018-01-05
2034/6/10T22013,2034-06-10
3 Nov 2003,2003-11-03
23/4-2001,2001-02-23
2007-11-10T05:38:14+2500,2007-11-10
22 Jul 2019,2019-07-22
3_3_2003,2003-03-03
4 Apr 1990,1990-04-04
16 Mar 2009,2009-03-16
The system recorded 20220902072849,2022-09-02
1/20-2016,2016-10-01
2034-06-03T10:43:14.882222298Z,2034-06-03
Sự kiện diễn ra vào 8/11/2011 11:30,2011-11-08
20041007215906,2004-10-07
16-4-2009,2009-04-16
19/8-1991,1991-04-19
2011-07-20T05:04:17+2500,2011-07-20
8/4-1997,1997-02-08
"March 24, 2021",2021-03-24
20150621181450,2015-06-21
20210301215850799,2021-03-01
1097946000000000000,2004-10-17
20050622080420281082,2005-06-22
20201018030340,2020-10-18
Ngày 22-9-2008,2008-09-22
2006-08-16T07:57:53.420Z,2006-08-16
1591635600000,2020-06-09
660157200000000,1990-12-03
2003504400000,2033-06-28
15-5-1990,1990-05-15
26/18-1991,1991-09-26
2026-12-27T05:45:44+07:00,2026-12-27
20000823011131,2000-08-23
2007-10-19T04:04:01.791377379Z,2007-10-19
2028-08-09T10:11:28-0300,2028-08-09
20001013013912667,2000-10-13
2009-03-05T18:27:54.064092483Z,2009-03-05
2028-06-18T08:35:06.083517354Z,2028-06-18
14 October 2012,2012-10-14
2004-05-25T16:59:56.016Z,2004-05-25
28 August 2017,2017-08-28
29 tháng 1 năm 2001,2001-01-29
1996-01-27T16:21:38,1996-01-27
19/18-2033,2033-09-19
2021-08-19T15:42:52,2021-08-19
22.7.2010,2010-07-22
Event at 2031-11-03T8:21:58,2031-11-03
12-5-2028,2028-05-06
ngày 22 tháng 12 năm 1996,1996-12-22
"9th of April, 2013",2013-04-09
Event at 2005-09-10T6:23:46,2005-09-10
Event at 2016-02-03T0:9:33,2016-02-03
2013-04-23T19:23:57,2013-04-23
20050509123021,2005-05-09
2024-11-27T12:16:31Z+3,2024-11-27
ngày 31 tháng 10 năm 2002,2002-10-31
2032-02-12T16:24:50.723679515Z,2032-02-12
Event at 1995-05-10T16:53:39,1995-05-10
"December 9, 2005",2005-12-09
2012|09|16,2012-09-16
25 2 2007,2007-02-25
22/14-2028,2028-07-22
2008-11-28T02:07:11,2008-11-28
2033-11-07T05:52:44.664163038Z,2033-11-07
2030-11-12T22:41:53+2500,2030-11-12
19930423191657,1993-04-23
20341115181037879938420,2034-11-15
20170913123044178,2017-09-13
09.11.2027,2027-09-11
8 June 2032,2032-06-08
1137603600,2006-01-19
20180820212406010315,2018-08-20
2030-07-24T16:25:54,2030-07-24
2025-08-17T01:57:22,2025-08-17
Event at 2021-11-17T21:44:13,2021-11-17
The system recorded 20041004030208,2004-10-04
21 tháng 4 năm 2029,2029-04-21
ngày 15 tháng 6 năm 2028,2028-06-15
26/12-2022,2022-06-26
2008-10-23T07:35:56Z+3,2008-10-23
756666000000000000,1993-12-24
20220502013010361,2022-05-02
ngày 14 tháng 3 năm 2010,2010-03-14
12/9/2004 giờ 3:22:50,2004-09-12
24.9.2026,2026-09-24
20341022085950590102352,2034-10-22
1377104400,2013-08-22
8-2-2007,2007-02-08
11.20.2003,2003-11-20
20070628130932164403865,2007-06-28
"July 19, 2027",2027-07-19
19 July 2002,2002-07-19
2022-10-12T04:12:44.056622655Z,2022-10-12
Event at 1993-01-27T15:44:51,1993-01-27
"November 14, 2032",2032-11-14
17.08.91,1991-08-17
2017_03_09,2017-03-09
22/12-2023,2023-06-22
1994-08-06T19:02:30+3,1994-08-06
2001-05-17T16:17:52+2500,2001-05-17
1992_06_05T8_37_29+08,1992-06-05
08 13 2029,2029-08-13
19900629185208626,1990-06-29
5/6/2011 giờ 9:23:28,2011-06-05
Event at 2031-10-28T23:5:57,2031-10-28
20040319202454,2004-03-19
"15th of October, 1994",1994-10-15
27/7/2004 giờ 14:59:1,2004-07-27
19990628043445733,1999-06-28
1274979600,2010-05-28
2005-04-02T18:00:20-0300,2005-04-02
"April 17, 2012",2012-04-17
19910521084006867,1991-05-21
1603299600000000000,2020-10-22
16-4-2025,2025-04-16
2020-07-07T04:45:44.996476Z,2020-07-07
22-1-2033,2033-01-11
20210103004804225,2021-01-03
2/3/1992 giờ 6:57:38,1992-03-02
1337533200,2012-05-21
ngày 19 tháng 11 năm 1999,1999-11-19
1999-09-12T04:37:11-0330,1999-09-12
20130705041207256,2013-07-05
"December 24, 2005",2005-12-24
"10th of October, 2023",2023-10-10
2017-01-22T20:04:46Z+3,2017-01-22
Event at 1992-04-30T1:14:58,1992-04-30
1.8.2001T0-15-31,2001-08-01
Ngày 3-1-1998,1998-01-03
15 June 2008,2008-06-15
9 December 2018,2018-12-09
12-9-2021,2021-09-06
2010-08-18T08:14:58,2010-08-18
The system recorded 19921223024235,1992-12-23
1678554000,2023-03-12
747162000000000000,1993-09-05
894214800,1998-05-04
2008_12_24T16_2_19+08,2008-12-24
16/10/2033 giờ 14:22:7,2033-10-16
1991-11-23T18:35:23.923Z,1991-11-23
18-4-2011,2011-04-09
2029-06-22T01:18:06Z+3,2029-06-22
2072710800000000000,2035-09-07
1.8.2027T19-36-12,2027-08-01
ngày 16 tháng 7 năm 2022,2022-07-16
Sự kiện diễn ra vào 5/6/1998 2:44,1998-06-05
28/16-2001,2001-08-28
2025/5/2T204340,2025-05-02
8 Dec 2019,2019-12-08
14 tháng 5 năm 2004,2004-05-14
26 Jun 2011,2011-06-26
16 Dec 2032,2032-12-16
24/12-2016,2016-06-24
"December 26, 2004",2004-12-26
17 February 2003,2003-02-17
1610902800,2021-01-18
2007-04-23T10:37:19.207Z,2007-04-23
"18th of December, 2028",2028-12-18
2011-03-18T23:30:29.017948Z,2011-03-18
19960622143635239431,1996-06-22
The system recorded 19900416125004,1990-04-16
The system recorded 20190212073032,2019-02-12
25/12/2027 giờ 10:26:18,2027-12-25
27.10.1996T5-5-32,1996-10-27
2010-08-15T00:23:41.086Z,2010-08-15
20221127133306429,2022-11-27
20280815034926970827495,2028-08-15
1994-08-06T04:18:02+2500,1994-08-06
2035-12-03T08:34:20.733Z,2035-12-03
19910418132425817079602,1991-04-18
14 tháng 5 năm 2022,2022-05-14
"21th of December, 1997",1997-12-21
The system recorded 19940626150940,1994-06-26
11|16|2009,2009-11-16
1341939600000,2012-07-11
1994-12-16T02:37:32.813544210Z,1994-12-16
1998_05_07T3_39_52+07:00,1998-05-07
The system recorded 20010224184328,2001-02-24
21/02/97,1997-02-21
2010|03|22,2010-03-22
20051012052108825092065,2005-10-12
1836838800000000,2028-03-17
2016-09-07T05:21:57.166588Z,2016-09-07
"2nd of April, 2010",2010-04-02
1991/7/1T11348,1991-07-01
10-10-2008,2008-10-05
20250503195435713369,2025-05-03
2029_09_11T21_27_45+00:00,2029-09-11
"December 31, 1998",1998-12-31
2008-07-16T19:07:17.213760Z,2008-07-16
"12th of November, 1994",1994-11-12
"18th of January, 2022",2022-01-18
22-6-2001,2001-06-11
The system recorded 20230913162216,2023-09-13
"March 31, 2026",2026-03-31
Ngày 23-10-1996,1996-10-23
"24th of February, 1995",1995-02-24
12-2-2012,2012-02-06
1358787600000000000,2013-01-22
Ngày 5-2-2016,2016-02-05
1 tháng 9 năm 1996,1996-09-01
1078592400000000000,2004-03-07
1995-07-10T20:37:21Z+3,1995-07-10
1092502800,2004-08-15
21/14-2022,2022-07-21
26 August 2010,2010-08-26
1257958800,2009-11-12
20310917183737693,2031-09-17
20070211152708441926,2007-02-11
