input_text,target_text
15 tháng 12 năm 2025,2025-12-15
Oct 24 31,2031-10-24
2016/1/14,2016-01-14
25 June 1996,1996-06-25
24/11/02,2002-11-24
30-1-2035,2035-01-15
5 Jul 1994,1994-07-05
13/12/20,2020-12-13
18.2.1999,1999-02-18
"August 27, 2022",2022-08-27
17/4/21,2021-04-17
23/8-2002,2002-08-23
2028/1,2028-01-28
Jan 4 14,2014-01-04
2022/2,2022-02-16
2005-12-12,2005-12-12
11-16-24,2024-11-16
5-19-35,2035-05-19
11/21/1993,1993-11-21
27 Sep 2004,2004-09-27
25032001,2001-03-25
16 Mar 2003,2003-03-16
4/6/18,2018-04-06
20/11/92,1992-11-20
25-8,2026-08-25
11/14/2009,2009-11-14
14Nov2013,2013-11-14
2014-10-13,2014-10-13
9.3.2024,2024-03-09
23 Sep 2011,2011-09-23
27:5:2023,2023-05-27
5/5/2019,2019-05-05
15 Dec 2006,2006-12-15
25/5/2012,2012-05-25
5/9/2017,2017-03-05
2-7-29,2029-02-07
14-9,2035-09-14
2/9/33,2033-09-02
ngày 20 tháng 12 năm 2014,2014-12-20
ngày 12 tháng 11 năm 2016,2016-11-12
5/10/28,2028-10-05
23-3,2030-03-23
20Dec2022,2022-12-20
15.2.1997,1997-02-15
15/4-2015,2015-04-15
20-7-2021,2021-07-10
24012014,2014-01-24
10/26/92,1992-10-26
4/28/2004,2004-04-28
6 May 2003,2003-05-06
"Apr 27th, 2008",2008-04-27
"Aug 5th, 2028",2028-08-05
12th of June 2004,2004-06-12
"Jul 3rd, 1998",1998-07-03
14/7/24,2024-07-14
17 Ap 2005,2005-04-17
4/21/25,2025-04-21
21 tháng 1 năm 2024,2024-01-21
4/15/2020,2020-05-04
7/11/30,2030-11-07
20/1-2007,2007-01-20
25 April 2028,2028-04-25
20:3:2034,2034-03-20
2022/12,2022-12-01
4-24-16,2016-04-24
3/1/2017,2017-01-03
ngày 25 tháng 2 năm 2028,2028-02-25
5/28/2019,2019-05-28
3-14-12,2012-03-14
7Jul2028,2028-07-07
26/20-2032,2032-10-26
1/6/27,2027-06-01
20:10:2003,2003-10-20
6/9/19,2019-09-06
03062015,2015-06-03
2/15/2015,2015-05-02
17 October 2032,2032-10-17
8/1/20,2020-08-01
1990/1/12,1990-01-12
26.10.2028,2028-10-26
10Jul2033,2033-07-10
6/3/2026,2026-06-03
"Jul 25th, 1996",1996-07-25
13 August 1998,1998-08-13
7 Ju 2024,2024-07-07
8/12-2033,2033-06-08
12041993,1993-04-12
16/8-2018,2018-04-16
19.1.2000,2000-01-19
1/19/2027,2027-01-19
22:5:2003,2003-05-22
ngày 11 tháng 5 năm 2028,2028-05-11
14 Ma 1992,1992-05-14
"Oct 25th, 1998",1998-10-25
25082029,2029-08-25
19-8-2008,2008-08-19
16/2-1990,1990-01-16
4/12-2021,2021-06-04
18.6.2002,2002-06-18
8 tháng 4 năm 1994,1994-04-08
12th of December 1999,1999-12-12
2010-8-23,2010-08-23
8.3.1990,1990-03-08
9/4-2034,2034-04-09
6-2-33,2033-06-02
"Feb 26th, 1995",1995-02-26
38-8-1996,1996-08-19
8 Ma 1993,1993-03-08
5-1-05,2005-05-01
14/5/2033,2033-05-14
14/24/1993,1993-08-14
4 tháng 11 năm 1990,1990-11-04
1991/12,1991-12-06
16/2/02,2002-02-16
2000-12-17,2000-12-17
12Jan1992,1992-01-12
19112005,2005-11-19
1992/12/14,1992-12-14
9 January 2029,2029-01-09
3Oct1990,1990-10-03
2027-1-8,2027-01-08
17/5/2014,2014-05-17
Nov 3 25,2025-11-03
12/10-2033,2033-10-12
23.3.2009,2009-03-23
2005/1,2005-01-12
8/16/2027,2027-08-16
10-8,2024-08-10
11 tháng 5 năm 2004,2004-05-11
6/14/94,1994-06-14
2Jun2008,2008-06-02
1991/3/20,1991-03-20
2013/6/20,2013-06-20
23-12,2000-12-23
2030/9,2030-09-07
ngày 12 tháng 12 năm 2001,2001-12-12
2/1/12,2012-02-01
5/25/96,1996-05-25
2009-11-26,2009-11-26
13 De 2024,2024-12-13
9 Dec 2022,2022-12-09
12/2/11,2011-02-12
ngày 21 tháng 1 năm 2025,2025-01-21
1990/1/10,1990-01-10
2002-6-21,2002-06-21
25.4.2007,2007-04-25
20 No 2027,2027-11-20
28/9/2030,2030-09-28
10Sep2030,2030-09-10
May 16 26,2026-05-16
16-1-1994,1994-01-08
10:7:2003,2003-07-10
11/7/2006,2006-11-07
Apr 1 99,1999-04-01
"Dec 10th, 2019",2019-12-10
"Jan 16th, 2025",2025-01-16
25/6-2001,2001-03-25
10/5-2017,2017-05-10
8Aug2019,2019-08-08
18-2-2029,2029-02-18
ngày 10 tháng 10 năm 2007,2007-10-10
"March 7, 2005",2005-03-07
22 tháng 12 năm 2025,2025-12-22
ngày 23 tháng 4 năm 1998,1998-04-23
21.3.2025,2025-03-21
"Mar 14th, 2012",2012-03-14
2024/8/22,2024-08-22
25/3-2020,2020-03-25
1/9/25,2025-09-01
"Jun 20th, 1998",1998-06-20
21/9/01,2001-09-21
28/9/02,2002-09-28
15-10,1998-10-15
6/19/19,2019-06-19
2026/4/8,2026-04-08
May 26 97,1997-05-26
6/12/1990,1990-06-12
28/10-1992,1992-10-28
28/3/2003,2003-01-28
9/9/2029,2029-03-09
15 tháng 2 năm 2013,2013-02-15
19/5/33,2033-05-19
6Jul1999,1999-07-06
2033/2,2033-02-02
01071994,1994-07-01
21/22-2019,2019-11-21
Sep 22 02,2002-09-22
10-1-2012,2012-01-10
25/8-2008,2008-08-25
11042021,2021-04-11
17/14-2013,2013-07-17
Sep 12 34,2034-09-12
2005/4/16,2005-04-16
ngày 5 tháng 5 năm 1990,1990-05-05
6/12-2021,2021-12-06
23-1,2021-01-23
Jun 6 24,2024-06-06
"Mar 5th, 2017",2017-03-05
10 Dec 2015,2015-12-10
12-8-1992,1992-08-12
25/6-2004,2004-06-25
1/7-1993,1993-07-01
ngày 3 tháng 10 năm 1999,1999-10-03
18/18-2032,2032-09-18
15.1.1991,1991-01-15
2-8,2033-08-02
20/12/2028,2028-04-20
8 October 2002,2002-10-08
2031/11/8,2031-11-08
15052035,2035-05-15
5/12-2031,2031-12-05
1/9/2006,2006-09-01
20 tháng 4 năm 2001,2001-04-20
48-1-2013,2013-01-24
Feb 27 02,2002-02-27
7 De 1990,1990-12-07
"February 24, 2025",2025-02-24
21/12/2026,2026-12-21
"January 26, 2031",2031-01-26
12/3/2005,2005-12-03
23/8-2006,2006-08-23
12/10-2007,2007-05-12
17/7/1992,1992-07-17
11/16/10,2010-11-16
ngày 23 tháng 1 năm 2014,2014-01-23
Jul 12 30,2030-07-12
2014/11/26,2014-11-26
1-10-2012,2012-10-01
2034/12/24,2034-12-24
20th of March 2009,2009-03-20
56-10-2000,2000-10-28
11 tháng 6 năm 2007,2007-06-11
4/4/13,2013-04-04
14th of October 2028,2028-10-14
ngày 25 tháng 12 năm 1993,1993-12-25
20/10-1995,1995-05-20
17/18-2032,2032-09-17
15-2-2030,2030-02-15
9/2-1992,1992-02-09
27 No 2029,2029-11-27
13.5.2033,2033-05-13
8/11/2026,2026-08-11
14/8/1999,1999-08-14
5 tháng 3 năm 2020,2020-03-05
22.7.1997,1997-07-22
"Dec 12th, 2013",2013-12-12
14/10/00,2000-10-14
23-6,2031-06-23
6/6/2035,2035-06-06
21th of January 2031,2031-01-21
3/9/2009,2009-03-09
26-6-2019,2019-06-26
28 Se 2006,2006-09-28
May 10 16,2016-05-10
18 Ma 2003,2003-03-18
20/4/24,2024-04-20
13:4:2006,2006-04-13
"Aug 20th, 1992",1992-08-20
11/3-2027,2027-03-11
24.9.2009,2009-09-24
24121997,1997-12-24
15/1-1997,1997-01-15
ngày 21 tháng 11 năm 2027,2027-11-21
"April 10, 1996",1996-04-10
4th of March 2003,2003-03-04
6th of March 2031,2031-03-06
16/3/2017,2017-03-16
1991/7,1991-07-21
11 tháng 7 năm 1996,1996-07-11
9/2-1997,1997-01-09
4 Mar 1998,1998-03-04
6 tháng 12 năm 2017,2017-12-06
Apr 3 23,2023-04-03
4 tháng 6 năm 2001,2001-06-04
28/7/33,2033-07-28
28-9-1997,1997-09-28
13 Ma 2028,2028-03-13
12-27-18,2018-12-27
2035-12-22,2035-12-22
24-8-2014,2014-08-24
5Aug1991,1991-08-05
12 Au 2022,2022-08-12
8/28/14,2014-08-28
3/3/2013,2013-01-03
28 Aug 2014,2014-08-28
25/8/91,1991-08-25
9/5/98,1998-05-09
10th of April 1998,1998-04-10
11/16/95,1995-11-16
18102028,2028-10-18
1/8-2013,2013-08-01
2015/9,2015-09-23
1-11,2013-11-01
8/24/1994,1994-08-24
16/2/2002,2002-02-16
"April 22, 1998",1998-04-22
2 June 1991,1991-06-02
2031/11,2031-11-11
1/2/00,2000-02-01
3/7-2028,2028-07-03
26 Nov 1996,1996-11-26
8/36/2030,2030-12-08
22 Au 1996,1996-08-22
1/5/2009,2009-01-05
5/12-2001,2001-12-05
4/3-1991,1991-03-04
4/16/22,2022-04-16
3/8-2032,2032-04-03
2:12:2027,2027-12-02
18:10:2030,2030-10-18
2024/2/20,2024-02-20
6/33/2035,2035-11-06
9-5-2034,2034-05-09
6 Oc 2004,2004-10-06
"September 18, 2013",2013-09-18
13-9,2035-09-13
12Mar2014,2014-03-12
17/6/17,2017-06-17
8-12,2033-12-08
"Apr 21th, 1996",1996-04-21
11/4/1997,1997-04-11
1:5:2011,2011-05-01
2003/9/11,2003-09-11
ngày 1 tháng 11 năm 1991,1991-11-01
7/4/06,2006-04-07
1/18/1996,1996-01-18
2027-9-20,2027-09-20
25 May 2030,2030-05-25
44-9-2033,2033-09-22
1/3/94,1994-03-01
48-8-2031,2031-08-24
12 Ap 2007,2007-04-12
9th of October 2031,2031-10-09
20/11/08,2008-11-20
23/11/94,1994-11-23
14/22-2003,2003-11-14
8/2/35,2035-02-08
7/10/2015,2015-07-10
Apr 16 95,1995-04-16
21 February 2034,2034-02-21
5/8-1993,1993-08-05
9-11-2026,2026-11-09
07012014,2014-01-07
12 tháng 6 năm 1998,1998-06-12
16/10/2032,2032-10-16
12Jun2029,2029-06-12
14 November 2030,2030-11-14
"May 27th, 2021",2021-05-27
11/24-1996,1996-12-11
13/20-1994,1994-10-13
8-7-1991,1991-07-08
2015-6-10,2015-06-10
4:6:2022,2022-06-04
19th of March 1991,1991-03-19
ngày 12 tháng 3 năm 2002,2002-03-12
6/4/03,2003-06-04
1993-1-2,1993-01-02
1/3/10,2010-01-03
5/19/2026,2026-05-19
12/4/07,2007-04-12
5/4/32,2032-04-05
10Nov2002,2002-11-10
7 tháng 11 năm 2023,2023-11-07
"Aug 4th, 2034",2034-08-04
2029/1,2029-01-11
3.8.2022,2022-08-03
7:9:1997,1997-09-07
"May 25th, 2005",2005-05-25
2024/8/21,2024-08-21
4/20/28,2028-04-20
3/2-2029,2029-01-03
15/4-2025,2025-02-15
5-4-12,2012-05-04
4 February 1992,1992-02-04
2011-7-20,2011-07-20
8/10/99,1999-10-08
28/3-2030,2030-03-28
"Mar 23th, 2021",2021-03-23
7 tháng 6 năm 2000,2000-06-07
22/12/2025,2025-12-22
11/1/03,2003-11-01
14.12.2015,2015-12-14
14.11.2000,2000-11-14
6/2-2028,2028-01-06
8/9/15,2015-09-08
"May 27th, 2017",2017-05-27
1/1-2001,2001-01-01
7/8-1995,1995-08-07
"November 12, 1991",1991-11-12
22.10.2000,2000-10-22
12.9.2006,2006-09-12
28th of June 2006,2006-06-28
3-6-2010,2010-06-03
16/30/2018,2018-10-16
18 January 2030,2030-01-18
11/8-1991,1991-04-11
56-7-1998,1998-07-28
2026/2,2026-02-13
17-8-2007,2007-08-17
6 tháng 3 năm 2014,2014-03-06
Dec 7 16,2016-12-07
13-12-1999,1999-12-13
22 November 2034,2034-11-22
3 Fe 2012,2012-02-03
3 Ma 1991,1991-05-03
ngày 22 tháng 10 năm 1990,1990-10-22
17 Fe 2035,2035-02-17
28Nov2025,2025-11-28
11/15/1998,1998-05-11
3Feb2016,2016-02-03
3/33/2011,2011-11-03
1998-6-10,1998-06-10
23/18/2007,2007-06-23
1997/2/17,1997-02-17
21051996,1996-05-21
24/10/15,2015-10-24
20 tháng 12 năm 1997,1997-12-20
5-5-26,2026-05-05
16.9.2001,2001-09-16
4-4-27,2027-04-04
22/5-2034,2034-05-22
21Aug2002,2002-08-21
23-4-2026,2026-04-23
11/24/1993,1993-11-24
10/3/1996,1996-03-10
10 Oc 1991,1991-10-10
27/12/2028,2028-12-27
ngày 28 tháng 11 năm 1992,1992-11-28
12-13-93,1993-12-13
2014/6,2014-06-08
21 Sep 2009,2009-09-21
6th of August 2006,2006-08-06
28/21/2028,2028-07-28
2006/5,2006-05-24
4-12-1995,1995-12-02
2-27-21,2021-02-27
6 tháng 12 năm 2032,2032-12-06
Sep 3 93,1993-09-03
7 May 2034,2034-05-07
15/30/2019,2019-10-15
4/3-2017,2017-03-04
17/6/2003,2003-02-17
11 February 2008,2008-02-11
23122021,2021-12-23
"December 4, 2005",2005-12-04
10 May 2008,2008-05-10
5/9/2002,2002-03-05
"May 24th, 1995",1995-05-24
5 Ja 2000,2000-01-05
ngày 7 tháng 12 năm 2035,2035-12-07
5Oct1992,1992-10-05
27/8-2018,2018-08-27
1/2-2029,2029-02-01
11Aug2006,2006-08-11
15/2/25,2025-02-15
7/14-2019,2019-07-07
ngày 25 tháng 2 năm 1997,1997-02-25
23 September 2012,2012-09-23
7/11/1991,1991-11-07
24/11-2033,2033-11-24
2/6/09,2009-06-02
22 tháng 10 năm 1993,1993-10-22
20/14-2010,2010-07-20
6-17-16,2016-06-17
13/8-2035,2035-08-13
16th of October 2015,2015-10-16
18/6-2003,2003-06-18
"Jan 13th, 1997",1997-01-13
52-10-2017,2017-10-26
10/2-2027,2027-01-10
"Apr 28th, 1994",1994-04-28
16-10,2003-10-16
23 May 2011,2011-05-23
28082001,2001-08-28
27:12:2023,2023-12-27
6/5/91,1991-05-06
9 tháng 12 năm 2026,2026-12-09
23th of September 2017,2017-09-23
32-1-2015,2015-01-16
01092023,2023-09-01
36-7-2029,2029-07-18
16 Ja 2017,2017-01-16
20-12-2000,2000-12-20
2014-9-2,2014-09-02
23 Ju 1994,1994-06-23
1999-7-25,1999-07-25
Sep 12 00,2000-09-12
2Aug1991,1991-08-02
2010/10/1,2010-10-01
2004-6-18,2004-06-18
28-12-2034,2034-12-28
"Jun 25th, 2007",2007-06-25
15th of February 2003,2003-02-15
23 tháng 10 năm 2035,2035-10-23
5/4/08,2008-05-04
16 Jan 2011,2011-01-16
21 Se 1995,1995-09-21
25 Fe 1994,1994-02-25
8/16/05,2005-08-16
20:8:2034,2034-08-20
25/8/2018,2018-08-25
10-9-2002,2002-09-05
19 Jul 2017,2017-07-19
7-6-2022,2022-06-07
14-7,2035-07-14
3 Ja 2002,2002-01-03
25-11-2021,2021-11-25
50-7-2027,2027-07-25
27.7.2030,2030-07-27
2022-6-24,2022-06-24
1/8/22,2022-08-01
7 August 1990,1990-08-07
2-13-15,2015-02-13
20/5-2028,2028-05-20
25112023,2023-11-25
ngày 5 tháng 4 năm 2029,2029-04-05
"August 5, 2028",2028-08-05
26/3/2004,2004-03-26
2:5:2028,2028-05-02
17 October 2009,2009-10-17
24th of July 1990,1990-07-24
21Oct2017,2017-10-21
2022-12-24,2022-12-24
5/2-2024,2024-01-05
23 tháng 12 năm 1994,1994-12-23
Mar 16 16,2016-03-16
16/4-2016,2016-04-16
19/10/23,2023-10-19
5 Se 1992,1992-09-05
11/18/27,2027-11-18
2-11-95,1995-02-11
8:9:2009,2009-09-08
1-8-2001,2001-08-01
19/5/14,2014-05-19
ngày 18 tháng 2 năm 2029,2029-02-18
1-3,2020-03-01
26102015,2015-10-26
"Sep 25th, 1999",1999-09-25
6/25/17,2017-06-25
ngày 25 tháng 5 năm 1993,1993-05-25
21th of November 2029,2029-11-21
17/18/2004,2004-06-17
"Mar 2nd, 1997",1997-03-02
5-15-30,2030-05-15
"Sep 5th, 2015",2015-09-05
6-6,2005-06-06
18/10/2000,2000-10-18
25th of November 1999,1999-11-25
"Sep 2nd, 2016",2016-09-02
24 May 2025,2025-05-24
1/6-2001,2001-06-01
9/18-2035,2035-09-09
2018/3,2018-03-12
1-2,2007-02-01
"Dec 6th, 2005",2005-12-06
6/14/2014,2014-06-14
3/26/2008,2008-03-26
Aug 12 07,2007-08-12
13/24-2009,2009-12-13
13th of June 1993,1993-06-13
1998/4,1998-04-12
13-7,2007-07-13
"May 13, 2035",2035-05-13
6Oct2021,2021-10-06
2022/12/27,2022-12-27
3 tháng 6 năm 2015,2015-06-03
16 Ja 2011,2011-01-16
5/8/04,2004-05-08
ngày 19 tháng 2 năm 2012,2012-02-19
2-23-05,2005-02-23
13022017,2017-02-13
"Nov 9th, 2030",2030-11-09
2023-12-5,2023-12-05
1997/2/4,1997-02-04
ngày 16 tháng 4 năm 2010,2010-04-16
1994-3-2,1994-03-02
26/4/1991,1991-04-26
Jun 17 03,2003-06-17
Dec 19 00,2000-12-19
21061998,1998-06-21
20 Dec 2001,2001-12-20
3/4-2009,2009-04-03
ngày 27 tháng 12 năm 1990,1990-12-27
18052011,2011-05-18
11102014,2014-10-11
23/33/2025,2025-11-23
Mar 13 08,2008-03-13
3-7-2011,2011-07-03
11/1-2013,2013-01-11
27-10-2017,2017-10-27
52-1-2033,2033-01-26
19/4/90,1990-04-19
"February 5, 2017",2017-02-05
Feb 21 93,1993-02-21
19Jul2014,2014-07-19
1993/3/14,1993-03-14
2021-9-23,2021-09-23
22Jan2029,2029-01-22
25111998,1998-11-25
ngày 3 tháng 12 năm 2008,2008-12-03
1994/8,1994-08-11
2-6-03,2003-02-06
"Jan 22th, 2007",2007-01-22
11 tháng 1 năm 2008,2008-01-11
2020/10/26,2020-10-26
8/10/09,2009-10-08
2000/12,2000-12-14
26-1,2014-01-26
5 Sep 2013,2013-09-05
ngày 3 tháng 5 năm 1995,1995-05-03
25 tháng 1 năm 2011,2011-01-25
Jun 10 09,2009-06-10
Mar 24 08,2008-03-24
15.10.2023,2023-10-15
1991/5,1991-05-04
22th of July 2004,2004-07-22
Mar 5 96,1996-03-05
22/12/10,2010-12-22
8/12-2001,2001-12-08
14/2-2011,2011-02-14
28:2:2035,2035-02-28
"Sep 18th, 2024",2024-09-18
9.4.2002,2002-04-09
"Apr 12th, 2014",2014-04-12
ngày 27 tháng 10 năm 2013,2013-10-27
2021/1/13,2021-01-13
11/8-2023,2023-04-11
"February 27, 2032",2032-02-27
2014/9,2014-09-11
4 March 2030,2030-03-04
17/1-2008,2008-01-17
14-12-1994,1994-12-07
6/20/2027,2027-06-20
2/18/2024,2024-02-18
22th of December 2004,2004-12-22
1996-12-6,1996-12-06
14Oct1995,1995-10-14
18/2-2025,2025-02-18
17/2/1993,1993-02-17
3 tháng 8 năm 2019,2019-08-03
23:11:2000,2000-11-23
19112027,2027-11-19
4 May 2016,2016-05-04
2032-5-18,2032-05-18
ngày 27 tháng 8 năm 2034,2034-08-27
22/5-1999,1999-05-22
8Oct2027,2027-10-08
2005/9,2005-09-19
2024/10/16,2024-10-16
10 Feb 2006,2006-02-10
17/9/2004,2004-03-17
18/8-2033,2033-04-18
2015/6,2015-06-16
1990/11/10,1990-11-10
28/5-2031,2031-05-28
16/12-2029,2029-06-16
"January 23, 2035",2035-01-23
26/12/22,2022-12-26
"November 5, 2028",2028-11-05
23/8-2013,2013-08-23
10 November 2001,2001-11-10
13.12.1990,1990-12-13
"Aug 24th, 2010",2010-08-24
27 tháng 11 năm 2011,2011-11-27
"Apr 8th, 1995",1995-04-08
24 tháng 6 năm 2002,2002-06-24
15-7-2003,2003-07-15
"February 25, 2004",2004-02-25
16/10-1991,1991-05-16
1-4-94,1994-01-04
22:7:2018,2018-07-22
2012/3,2012-03-01
16-9-2011,2011-09-16
2014/1,2014-01-07
2026/4/7,2026-04-07
52-11-2002,2002-11-26
28/10/1994,1994-10-28
01021995,1995-02-01
14/24/2016,2016-08-14
Feb 16 99,1999-02-16
16/8-2007,2007-04-16
6/1/2005,2005-01-06
"May 17th, 2034",2034-05-17
4:7:2023,2023-07-04
2 Aug 2018,2018-08-02
15.5.2032,2032-05-15
2031/3/23,2031-03-23
2034/5/10,2034-05-10
2033/10,2033-10-01
27th of December 2016,2016-12-27
2026-2-26,2026-02-26
22/4/08,2008-04-22
2001/4,2001-04-13
19/7/2004,2004-07-19
18th of January 2022,2022-01-18
2016-3-12,2016-03-12
4-4,2027-04-04
9/3/2006,2006-03-09
20Apr2028,2028-04-20
6th of April 1991,1991-04-06
3/9/12,2012-03-09
1994-7-22,1994-07-22
2001/12/13,2001-12-13
20/6/2013,2013-06-20
14082012,2012-08-14
9/1-1992,1992-01-09
3Jun2000,2000-06-03
27/3-1993,1993-03-27
12 May 2014,2014-05-12
9/11-2004,2004-11-09
4-12-2030,2030-12-04
Dec 27 24,2024-12-27
11/5/10,2010-11-05
28-5,1992-05-28
"Jun 12th, 1991",1991-06-12
24.1.2026,2026-01-24
1.10.2031,2031-10-01
25/5-1994,1994-05-25
9:8:1990,1990-08-09
2015-4-16,2015-04-16
54-3-2017,2017-03-27
"February 28, 2018",2018-02-28
9 tháng 9 năm 1995,1995-09-09
15/3-2021,2021-03-15
18th of December 1997,1997-12-18
14-1-1996,1996-01-14
12 tháng 3 năm 2010,2010-03-12
11 June 2020,2020-06-11
14/18/2002,2002-06-14
2004/9/4,2004-09-04
11 Fe 2002,2002-02-11
2000-7-13,2000-07-13
"Apr 27th, 2030",2030-04-27
23/3/2014,2014-01-23
20 Ju 2013,2013-06-20
2023-12-26,2023-12-26
ngày 10 tháng 4 năm 2024,2024-04-10
"August 2, 1993",1993-08-02
5Apr2034,2034-04-05
2013/8/23,2013-08-23
2/2/16,2016-02-02
12/26/01,2001-12-26
10/6/2012,2012-06-10
15 tháng 12 năm 2003,2003-12-15
"March 5, 1991",1991-03-05
11022020,2020-02-11
8-1-17,2017-08-01
2011-11-14,2011-11-14
Dec 11 97,1997-12-11
2034-4-7,2034-04-07
Feb 5 90,1990-02-05
14/4/98,1998-04-14
8-2-93,1993-08-02
ngày 16 tháng 8 năm 2031,2031-08-16
11-28-27,2027-11-28
22th of September 2011,2011-09-22
3/2/33,2033-03-02
2033/6/18,2033-06-18
14/12-2014,2014-12-14
28Oct2015,2015-10-28
26-3-2015,2015-03-13
10.3.1997,1997-03-10
28-10-2020,2020-10-28
ngày 24 tháng 11 năm 2010,2010-11-24
6th of July 2031,2031-07-06
14 October 2034,2034-10-14
2029/6,2029-06-09
5/25/2018,2018-05-25
12-5-2032,2032-05-12
"Sep 3rd, 2012",2012-09-03
6/23/2006,2006-06-23
4/10-2019,2019-10-04
2001/2/16,2001-02-16
12:2:2034,2034-02-12
"Oct 15th, 2000",2000-10-15
"Nov 10th, 1995",1995-11-10
27-9,2035-09-27
1/9-2020,2020-09-01
16-4-2016,2016-04-16
"April 12, 2015",2015-04-12
2033-12-3,2033-12-03
"Nov 14th, 2027",2027-11-14
15-11-2012,2012-11-15
2-2-2016,2016-02-02
12/17/22,2022-12-17
10 tháng 11 năm 2004,2004-11-10
ngày 19 tháng 1 năm 2030,2030-01-19
16/4-1999,1999-02-16
24Mar2010,2010-03-24
1st of December 2027,2027-12-01
32-12-2031,2031-12-16
2017/11,2017-11-13
11/27/1994,1994-09-11
8th of October 2024,2024-10-08
14-9-2023,2023-09-07
24/6/33,2033-06-24
46-10-2024,2024-10-23
2007-8-2,2007-08-02
May 18 91,1991-05-18
Jul 10 33,2033-07-10
22Dec2019,2019-12-22
12-9,1998-09-12
4/14/93,1993-04-14
10/7-2012,2012-07-10
1/24/2033,2033-01-24
16/30/2034,2034-10-16
17:4:2033,2033-04-17
"March 9, 2004",2004-03-09
2025/6,2025-06-01
1996/11,1996-11-15
22Oct2005,2005-10-22
"October 7, 1990",1990-10-07
14 tháng 5 năm 1993,1993-05-14
9/11/93,1993-11-09
2016/10/28,2016-10-28
7/18/2002,2002-06-07
1990/10,1990-10-11
22 tháng 11 năm 1995,1995-11-22
2/4/16,2016-04-02
13/6/10,2010-06-13
5/2-2015,2015-01-05
3 Jul 1990,1990-07-03
7/24/2000,2000-07-24
1st of March 2028,2028-03-01
4th of May 2007,2007-05-04
3/2/91,1991-03-02
ngày 20 tháng 10 năm 2017,2017-10-20
19 Mar 2022,2022-03-19
12/8-2023,2023-08-12
2026/2,2026-02-15
ngày 7 tháng 9 năm 2005,2005-09-07
1.1.2020,2020-01-01
3-26-12,2012-03-26
23:10:2005,2005-10-23
9-5-18,2018-09-05
9-12-2006,2006-12-09
22-1-2019,2019-01-11
18/6/2017,2017-06-18
6 March 2013,2013-03-06
1998/10,1998-10-04
27/4-2019,2019-02-27
9 tháng 5 năm 2010,2010-05-09
15 Mar 2032,2032-03-15
2/4/07,2007-04-02
21th of December 2024,2024-12-21
24/6/17,2017-06-24
9-9-04,2004-09-09
14 Dec 2002,2002-12-14
11 April 2028,2028-04-11
2019/4/19,2019-04-19
46-12-2001,2001-12-23
4/2/2004,2004-02-04
"Jan 5th, 2033",2033-01-05
"March 5, 2009",2009-03-05
2/8-1995,1995-08-02
9 tháng 4 năm 2033,2033-04-09
"July 14, 2031",2031-07-14
12/2/35,2035-12-02
11:10:2024,2024-10-11
14-9-1992,1992-09-14
14 May 1995,1995-05-14
"October 3, 2019",2019-10-03
14 De 2022,2022-12-14
Jan 3 95,1995-01-03
17102001,2001-10-17
21/18/2014,2014-06-21
5 April 2019,2019-04-05
8 tháng 9 năm 2008,2008-09-08
13/6/1992,1992-02-13
2:10:1996,1996-10-02
26 tháng 7 năm 2016,2016-07-26
9.5.2015,2015-05-09
1994/8,1994-08-15
7/20/2006,2006-07-20
15/4/20,2020-04-15
25/8/06,2006-08-25
1-23-33,2033-01-23
9 tháng 7 năm 2000,2000-07-09
2014/6/7,2014-06-07
13th of March 2004,2004-03-13
"August 7, 2027",2027-08-07
5-3-13,2013-05-03
Feb 4 15,2015-02-04
1998/2,1998-02-15
2030/7/15,2030-07-15
"Jan 23th, 2000",2000-01-23
22Apr2009,2009-04-22
3/12/23,2023-03-12
2025/6/23,2025-06-23
25th of June 2008,2008-06-25
12/11/27,2027-12-11
27 tháng 8 năm 2015,2015-08-27
4/10-1998,1998-10-04
18/2/05,2005-02-18
2022-3-24,2022-03-24
"January 3, 2028",2028-01-03
Feb 2 21,2021-02-02
4:5:2022,2022-05-04
15/10/28,2028-10-15
25/1/29,2029-01-25
6/22/01,2001-06-22
"February 18, 1995",1995-02-18
26-6,2016-06-26
"October 14, 2021",2021-10-14
02072013,2013-07-02
Aug 27 32,2032-08-27
"Dec 11th, 2029",2029-12-11
12/4/97,1997-12-04
23/5/2000,2000-05-23
9/11/03,2003-11-09
28/1/13,2013-01-28
18.8.2024,2024-08-18
ngày 3 tháng 4 năm 1995,1995-04-03
10/8-1995,1995-08-10
10/24/2001,2001-10-24
2027/10/8,2027-10-08
26 tháng 8 năm 2033,2033-08-26
3/3/2011,2011-03-03
54-6-2013,2013-06-27
1995/4,1995-04-14
26:4:2009,2009-04-26
6/10/98,1998-10-06
4 May 2010,2010-05-04
3-27-13,2013-03-27
4/3/1992,1992-01-04
Feb 16 26,2026-02-16
14/3/2033,2033-01-14
24.11.1992,1992-11-24
2/5/15,2015-05-02
20-8,1995-08-20
10:11:1993,1993-11-10
ngày 16 tháng 6 năm 2023,2023-06-16
13/20-2011,2011-10-13
23-10,2033-10-23
4:3:2035,2035-03-04
20-6-1991,1991-06-20
12/2/13,2013-12-02
14/1/2001,2001-01-14
25/14-1991,1991-07-25
2 No 2023,2023-11-02
7 tháng 6 năm 2024,2024-06-07
54-3-2031,2031-03-27
27Jan2000,2000-01-27
