input_text,target_text
1998-11-9,1998-11-09
19-7,1990-07-19
Dec 4 12,2012-12-04
"October 16, 2000",2000-10-16
26/4/2026,2026-04-26
8/3/11,2011-03-08
2000-7-13,2000-07-13
2014/4/9,2014-04-09
2003/10,2003-10-05
23022035,2035-02-23
6:5:2010,2010-05-06
14/2-2002,2002-02-14
2 Ju 1994,1994-06-02
04052011,2011-05-04
17012001,2001-01-17
25:4:1994,1994-04-25
4/12-2020,2020-12-04
Feb 9 11,2011-02-09
19-3,2010-03-19
Feb 15 01,2001-02-15
42-6-2026,2026-06-21
23/27/2035,2035-09-23
2014-4-3,2014-04-03
2017-6-14,2017-06-14
2035/10/28,2035-10-28
27/8/28,2028-08-27
Jun 13 26,2026-06-13
11/30/2004,2004-10-11
6/12/02,2002-12-06
12/27/2014,2014-12-27
1991/3,1991-03-22
1995-8-20,1995-08-20
"August 4, 1991",1991-08-04
10-15-15,2015-10-15
16/6-1996,1996-03-16
27/9/1995,1995-03-27
14-5-2031,2031-05-07
Aug 22 21,2021-08-22
2010-6-1,2010-06-01
2005/3/26,2005-03-26
18-2-1992,1992-02-09
2008/10/26,2008-10-26
10:10:1997,1997-10-10
8/13/2035,2035-08-13
8-23-12,2012-08-23
1999/2,1999-02-19
"Feb 12th, 2007",2007-02-12
Nov 12 11,2011-11-12
24072004,2004-07-24
24/11/12,2012-11-24
1 Feb 2030,2030-02-01
1-21-16,2016-01-21
2027/3,2027-03-20
9/16-2026,2026-08-09
ngày 22 tháng 7 năm 2021,2021-07-22
5/11/20,2020-11-05
"August 21, 2020",2020-08-21
4/16/2000,2000-04-16
1997/9,1997-09-09
40-9-2013,2013-09-20
1998-9-19,1998-09-19
1-25-05,2005-01-25
2022/4,2022-04-15
22/11/2025,2025-11-22
4/1-2002,2002-01-04
16/6/2006,2006-02-16
9-10-2033,2033-10-09
11/2/1993,1993-11-02
16/22-2031,2031-11-16
28th of January 2035,2035-01-28
28/9/2006,2006-03-28
24/3-2009,2009-03-24
23/3/1994,1994-01-23
1/10/2007,2007-01-10
21/2/01,2001-02-21
5/7/22,2022-07-05
7-27-19,2019-07-27
22 De 1990,1990-12-22
9/9-2025,2025-09-09
1994/8,1994-08-15
11 tháng 4 năm 2013,2013-04-11
12/5/1996,1996-12-05
"October 8, 2017",2017-10-08
"Jan 15th, 2035",2035-01-15
2024-10-3,2024-10-03
7 Sep 2030,2030-09-07
ngày 4 tháng 7 năm 2003,2003-07-04
3/4/2020,2020-03-04
2010/9,2010-09-11
15/3/2003,2003-03-15
2029/7,2029-07-22
3/18/2005,2005-03-18
23-8,2026-08-23
26/7/2005,2005-07-26
6:8:1996,1996-08-06
6/4-2015,2015-04-06
26 tháng 8 năm 1993,1993-08-26
1/15/2033,2033-01-15
9 June 2022,2022-06-09
7/11-2002,2002-11-07
9/1-2035,2035-01-09
9-12-2032,2032-12-09
1992-9-10,1992-09-10
"Mar 1st, 2019",2019-03-01
11 tháng 12 năm 2000,2000-12-11
22th of October 2033,2033-10-22
9-6-2025,2025-06-09
ngày 3 tháng 6 năm 2030,2030-06-03
6:5:1998,1998-05-06
2001/2,2001-02-04
13/4/2010,2010-04-13
10/9-2007,2007-09-10
1/10/10,2010-10-01
"December 12, 2016",2016-12-12
4/23/18,2018-04-23
"Nov 3rd, 1997",1997-11-03
15/22-1999,1999-11-15
4/12-2023,2023-12-04
25 March 1996,1996-03-25
24 August 1993,1993-08-24
"March 21, 2002",2002-03-21
3 tháng 6 năm 2008,2008-06-03
Aug 20 02,2002-08-20
19 October 1991,1991-10-19
15122031,2031-12-15
"November 20, 2009",2009-11-20
15/15/2009,2009-05-15
2019-6-3,2019-06-03
3-15-28,2028-03-15
5/10/35,2035-05-10
7/14/35,2035-07-14
24-7-2021,2021-07-12
8/18/1995,1995-08-18
7/20/31,2031-07-20
22-6,2023-06-22
4/12/2019,2019-04-04
10-26-30,2030-10-26
3.12.1993,1993-12-03
3rd of April 2016,2016-04-03
22 November 2031,2031-11-22
10:5:2000,2000-05-10
Feb 25 11,2011-02-25
2018-5-27,2018-05-27
21012025,2025-01-21
28/3/1994,1994-01-28
11 Oct 2001,2001-10-11
02092008,2008-09-02
2019/1,2019-01-17
1998/8/20,1998-08-20
26/2/2003,2003-02-26
20.2.2031,2031-02-20
15/6/2027,2027-02-15
2015/8,2015-08-19
22-9,2008-09-22
12/22/35,2035-12-22
19-2,1990-02-19
22-7-2004,2004-07-22
1990/6,1990-06-06
ngày 4 tháng 6 năm 2026,2026-06-04
5/12/17,2017-12-05
5 August 2012,2012-08-05
23th of March 2031,2031-03-23
ngày 8 tháng 8 năm 2016,2016-08-08
12-1-09,2009-12-01
15/3-1991,1991-03-15
22th of June 2031,2031-06-22
10.1.2002,2002-01-10
28 Aug 2017,2017-08-28
13/21/2011,2011-07-13
18 tháng 9 năm 2018,2018-09-18
ngày 1 tháng 11 năm 2026,2026-11-01
2032/12/4,2032-12-04
"February 14, 2016",2016-02-14
9-18-96,1996-09-18
8-27-97,1997-08-27
4/1/20,2020-01-04
2005-4-23,2005-04-23
26062025,2025-06-26
23/11-2030,2030-11-23
27 October 2006,2006-10-27
"August 23, 2001",2001-08-23
8Nov1997,1997-11-08
5 No 2017,2017-11-05
26th of February 1997,1997-02-26
16/6-2031,2031-03-16
10.11.1991,1991-11-10
May 21 21,2021-05-21
13/9-2034,2034-09-13
24Sep1999,1999-09-24
ngày 12 tháng 2 năm 1998,1998-02-12
21 July 1992,1992-07-21
13-4-2023,2023-04-13
19/11/18,2018-11-19
6:2:2026,2026-02-06
25th of December 2030,2030-12-25
10-8,2035-08-10
8/3/2027,2027-08-03
27/10/02,2002-10-27
"May 8th, 2010",2010-05-08
21/10-2000,2000-05-21
6/11/04,2004-11-06
2034-5-5,2034-05-05
8th of February 2020,2020-02-08
8 February 2005,2005-02-08
1997/11,1997-11-08
4 tháng 6 năm 2015,2015-06-04
26 tháng 6 năm 2003,2003-06-26
14Sep2018,2018-09-14
2 Se 2014,2014-09-02
2034-9-12,2034-09-12
26/10/09,2009-10-26
14/12-2018,2018-06-14
2/3-1993,1993-03-02
16122032,2032-12-16
52-2-2014,2014-02-26
13/12-2030,2030-12-13
19/4/10,2010-04-19
7-10,2002-10-07
9 No 2003,2003-11-09
"Feb 28th, 2024",2024-02-28
5Oct2020,2020-10-05
4-4,2017-04-04
4/11-2018,2018-11-04
11/2/15,2015-02-11
15.7.2009,2009-07-15
"April 6, 1997",1997-04-06
23/12-2028,2028-12-23
11102008,2008-10-11
25-6-2017,2017-06-25
6.8.2019,2019-08-06
2 Ju 1998,1998-06-02
Apr 19 07,2007-04-19
25May2018,2018-05-25
25/16-1998,1998-08-25
2034-2-26,2034-02-26
10/10/32,2032-10-10
17/6-2003,2003-06-17
1Mar2014,2014-03-01
6/7/2029,2029-06-07
1996/7,1996-07-06
21/11-2024,2024-11-21
1991/2,1991-02-24
18-2-2006,2006-02-18
2022/3/7,2022-03-07
11/22/33,2033-11-22
4/4/2035,2035-04-04
2-26-35,2035-02-26
4/28/02,2002-04-28
16:4:2007,2007-04-16
11/21/1997,1997-11-21
12/11-2022,2022-11-12
17 tháng 7 năm 2002,2002-07-17
2016/2/14,2016-02-14
25 May 2022,2022-05-25
21:7:1992,1992-07-21
46-1-2027,2027-01-23
18/24/1990,1990-08-18
4-12-91,1991-04-12
Apr 12 00,2000-04-12
2013/4,2013-04-06
23:10:2000,2000-10-23
20-10,2017-10-20
"May 21, 2033",2033-05-21
19Aug2028,2028-08-19
9th of June 2006,2006-06-09
10 Dec 2027,2027-12-10
13May1999,1999-05-13
26-1-2022,2022-01-26
7/9-1999,1999-09-07
19 Jun 2004,2004-06-19
11/28/2005,2005-11-28
10-7-07,2007-10-07
19/24-2030,2030-12-19
Sep 5 28,2028-09-05
36-11-2034,2034-11-18
6 February 1999,1999-02-06
20/6/2006,2006-02-20
2025-6-27,2025-06-27
5/22/2015,2015-05-22
6/24/2004,2004-08-06
"Jan 8th, 2001",2001-01-08
6/5-2011,2011-05-06
28 March 1996,1996-03-28
24-5,2027-05-24
12/11/2013,2013-12-11
25/5/95,1995-05-25
9 tháng 3 năm 2000,2000-03-09
28/4/2029,2029-04-28
23 tháng 9 năm 2030,2030-09-23
"Jan 24th, 1996",1996-01-24
"August 28, 2028",2028-08-28
10:4:2004,2004-04-10
24/1/27,2027-01-24
4/11/07,2007-11-04
9/27/01,2001-09-27
11th of May 2035,2035-05-11
3-23-32,2032-03-23
18/33/1995,1995-11-18
4/5/18,2018-05-04
27/8/2000,2000-08-27
9 Ju 2021,2021-07-09
12-7,1994-07-12
23/11-1991,1991-11-23
20/4-1998,1998-02-20
ngày 6 tháng 8 năm 2012,2012-08-06
1993-5-15,1993-05-15
07021994,1994-02-07
6/30/2022,2022-10-06
ngày 10 tháng 2 năm 1991,1991-02-10
15 Oc 1992,1992-10-15
ngày 26 tháng 3 năm 2035,2035-03-26
2023/9,2023-09-10
6/19/2006,2006-06-19
14 tháng 3 năm 2002,2002-03-14
ngày 13 tháng 6 năm 2018,2018-06-13
10/5/94,1994-05-10
16/11-1999,1999-11-16
24:2:2003,2003-02-24
21/6/00,2000-06-21
16 tháng 9 năm 1991,1991-09-16
12-9-2025,2025-09-06
2/5/2027,2027-02-05
2/19/22,2022-02-19
12-9-29,2029-12-09
2003/5,2003-05-20
"May 28th, 2012",2012-05-28
"Nov 17th, 2000",2000-11-17
ngày 16 tháng 12 năm 2006,2006-12-16
20 tháng 3 năm 2017,2017-03-20
17/11-2033,2033-11-17
5:2:1990,1990-02-05
2030-12-17,2030-12-17
17.8.2027,2027-08-17
12/11/20,2020-11-12
27/2-1998,1998-01-27
14:9:2005,2005-09-14
34-6-2002,2002-06-17
08022035,2035-02-08
6-6-25,2025-06-06
5/1/99,1999-01-05
"July 11, 2004",2004-07-11
2/10/20,2020-10-02
20Oct2022,2022-10-20
2:10:1996,1996-10-02
16/7-2027,2027-07-16
6 Apr 1999,1999-04-06
7-25-05,2005-07-25
14/4/04,2004-04-14
"July 21, 1998",1998-07-21
27 June 2005,2005-06-27
11-26-17,2017-11-26
17/5-2023,2023-05-17
22-9,2034-09-22
20071993,1993-07-20
17 Ja 2021,2021-01-17
26Dec2032,2032-12-26
5-8-02,2002-05-08
10092009,2009-09-10
6/8/00,2000-06-08
14/18/2026,2026-06-14
16.8.2010,2010-08-16
"March 24, 2031",2031-03-24
2004-6-8,2004-06-08
"May 8, 2032",2032-05-08
2-4-1995,1995-04-02
2006/7,2006-07-08
14:3:1992,1992-03-14
7th of October 2030,2030-10-07
11/10/01,2001-10-11
3/9-1999,1999-09-03
11/2-2006,2006-01-11
2003/12/15,2003-12-15
11:6:2012,2012-06-11
26 Fe 2012,2012-02-26
12/22-2035,2035-11-12
2022/3/23,2022-03-23
18th of September 2017,2017-09-18
2031-7-13,2031-07-13
46-5-2000,2000-05-23
1-6-2000,2000-06-01
1998/3/18,1998-03-18
9th of October 2030,2030-10-09
6/3/2023,2023-06-03
13071998,1998-07-13
20/22-2018,2018-11-20
ngày 14 tháng 5 năm 2002,2002-05-14
22:7:2004,2004-07-22
ngày 14 tháng 12 năm 1998,1998-12-14
7/14-2015,2015-07-07
8:12:2009,2009-12-08
12.6.2024,2024-06-12
8th of December 1992,1992-12-08
"September 1, 2002",2002-09-01
12/15/01,2001-12-15
1/1/2023,2023-01-01
8/9/2023,2023-09-08
14042001,2001-04-14
Sep 28 23,2023-09-28
2/4/97,1997-04-02
4/24/2009,2009-04-24
20-4-2003,2003-04-10
Feb 4 95,1995-02-04
10-23-13,2013-10-23
7-10-08,2008-07-10
4Apr2033,2033-04-04
1-5-2034,2034-05-01
21/1-2034,2034-01-21
Apr 6 08,2008-04-06
11Dec2012,2012-12-11
14/9-1994,1994-09-14
2010/2/9,2010-02-09
11.8.2002,2002-08-11
3-3,2003-03-03
3 Mar 2030,2030-03-03
Sep 1 10,2010-09-01
2Jul1991,1991-07-02
3/12/28,2028-12-03
19/5/2001,2001-05-19
2026-2-10,2026-02-10
16:1:2016,2016-01-16
ngày 17 tháng 3 năm 1991,1991-03-17
3.4.2008,2008-04-03
11-6-93,1993-11-06
"Nov 18th, 2010",2010-11-18
6/12/02,2002-06-12
13/3-2023,2023-03-13
2000/1/16,2000-01-16
Jan 24 91,1991-01-24
15/1/1994,1994-01-15
3rd of August 2028,2028-08-03
12.7.2020,2020-07-12
19.9.2030,2030-09-19
ngày 17 tháng 1 năm 2027,2027-01-17
10:8:2035,2035-08-10
9 tháng 4 năm 2026,2026-04-09
17 Ja 2016,2016-01-17
2020/12,2020-12-02
11-27-29,2029-11-27
14/8-2034,2034-08-14
26May2003,2003-05-26
19-8-2031,2031-08-19
28/6/2023,2023-02-28
1 tháng 1 năm 2027,2027-01-01
5/26/95,1995-05-26
9/12/2002,2002-04-09
8:5:2025,2025-05-08
15 Jun 2017,2017-06-15
22-8-2029,2029-08-22
10/1/01,2001-10-01
6/4/2012,2012-04-06
4/8/1994,1994-04-08
"May 4, 2002",2002-05-04
50-1-2033,2033-01-25
2/28/2000,2000-02-28
Oct 27 23,2023-10-27
ngày 9 tháng 9 năm 2002,2002-09-09
4/1-2015,2015-01-04
"October 6, 2033",2033-10-06
7 tháng 11 năm 2012,2012-11-07
2033/11,2033-11-12
7/22/21,2021-07-22
25.9.2010,2010-09-25
22th of July 2005,2005-07-22
28-5-2006,2006-05-28
16/10/08,2008-10-16
2/2/02,2002-02-02
27/30/2008,2008-10-27
24.5.1996,1996-05-24
8 October 2002,2002-10-08
12th of December 2016,2016-12-12
2-12-2016,2016-12-01
Apr 6 91,1991-04-06
28/6/00,2000-06-28
26 Nov 2003,2003-11-26
24:12:2002,2002-12-24
26 Ap 2019,2019-04-26
24-2-2018,2018-02-12
44-2-2008,2008-02-22
2/11/2012,2012-11-02
1996/4,1996-04-22
24/7-2027,2027-07-24
17-6-1999,1999-06-17
28/30/2020,2020-10-28
27Jan2008,2008-01-27
15:3:2033,2033-03-15
18/36/1997,1997-12-18
6:10:2006,2006-10-06
16 tháng 7 năm 2008,2008-07-16
Jul 10 33,2033-07-10
11/20-2026,2026-10-11
16/30/2011,2011-10-16
18:6:2021,2021-06-18
4:4:2026,2026-04-04
5 January 2011,2011-01-05
"Feb 1st, 1998",1998-02-01
27-9,1990-09-27
7.8.1992,1992-08-07
15 Fe 2015,2015-02-15
14-5,2013-05-14
3-1-10,2010-03-01
25 Jul 2021,2021-07-25
21/18-2028,2028-09-21
"Feb 28th, 2022",2022-02-28
17-12,2002-12-17
17/4-2024,2024-04-17
16-3,2006-03-16
ngày 20 tháng 11 năm 2035,2035-11-20
7/6/2015,2015-02-07
1 Jul 2001,2001-07-01
2030/4/9,2030-04-09
15 Sep 1993,1993-09-15
12/3/98,1998-03-12
7/24/2029,2029-07-24
14.2.2027,2027-02-14
8-19-22,2022-08-19
2005-11-17,2005-11-17
2-11-95,1995-02-11
13 tháng 12 năm 2034,2034-12-13
"April 1, 2019",2019-04-01
19th of December 2031,2031-12-19
2028-7-13,2028-07-13
4th of September 2010,2010-09-04
"June 28, 1997",1997-06-28
12 tháng 11 năm 2007,2007-11-12
25th of November 1995,1995-11-25
3/21/2034,2034-03-21
4-12-2005,2005-12-04
1/12-2024,2024-06-01
2020/6/18,2020-06-18
16 tháng 10 năm 2020,2020-10-16
22-11-1999,1999-11-11
21/2-2031,2031-02-21
19 Jul 2017,2017-07-19
10-20-13,2013-10-20
22:5:1994,1994-05-22
3/2-1997,1997-02-03
1996-9-2,1996-09-02
5Feb2015,2015-02-05
22 Jun 2006,2006-06-22
27 Jul 1996,1996-07-27
2/3/1997,1997-02-03
17/5/2002,2002-05-17
21.9.2008,2008-09-21
5/21/1999,1999-07-05
18/24/2014,2014-08-18
10/7/24,2024-07-10
22:3:2002,2002-03-22
12:6:1991,1991-06-12
1/7/32,2032-07-01
2014/4,2014-04-13
2010/7/28,2010-07-28
7th of July 2034,2034-07-07
9/3/1997,1997-03-09
24-7-2020,2020-07-12
7 February 2016,2016-02-07
23/4-2020,2020-04-23
15:7:2027,2027-07-15
17 tháng 3 năm 2017,2017-03-17
9 February 2011,2011-02-09
11/18/2021,2021-11-18
ngày 20 tháng 5 năm 2022,2022-05-20
8/14-1993,1993-07-08
"May 6th, 2026",2026-05-06
15/12-2002,2002-12-15
19082016,2016-08-19
"February 10, 2015",2015-02-10
2013/3,2013-03-13
17Jul2014,2014-07-17
22/6-2017,2017-06-22
14/9/21,2021-09-14
5/10-2027,2027-10-05
6-1-2010,2010-01-06
8-27-29,2029-08-27
"January 25, 2033",2033-01-25
1996/9/23,1996-09-23
ngày 28 tháng 12 năm 1999,1999-12-28
1994/10/24,1994-10-24
25032026,2026-03-25
2034-5-20,2034-05-20
18/5/10,2010-05-18
18:1:2005,2005-01-18
ngày 2 tháng 9 năm 2017,2017-09-02
25.7.2034,2034-07-25
2002-12-3,2002-12-03
19/20-2023,2023-10-19
8-9,2005-09-08
7-7,1996-07-07
25-1-1991,1991-01-25
7/10-2028,2028-10-07
"Feb 17th, 2008",2008-02-17
15/9/2007,2007-09-15
25 tháng 6 năm 2030,2030-06-25
1 tháng 5 năm 2018,2018-05-01
4 Aug 2028,2028-08-04
20 Ma 2003,2003-03-20
2016/7/28,2016-07-28
36-10-2030,2030-10-18
2031/10/6,2031-10-06
24/3/2034,2034-01-24
1991/4/8,1991-04-08
"July 2, 1995",1995-07-02
20/3-1993,1993-03-20
ngày 23 tháng 10 năm 2020,2020-10-23
1992/1/21,1992-01-21
10/4/2023,2023-04-10
"February 19, 2019",2019-02-19
"October 7, 2018",2018-10-07
11-11-30,2030-11-11
2031-10-7,2031-10-07
"May 22th, 1990",1990-05-22
27Apr2031,2031-04-27
6/19/02,2002-06-19
23-11-2024,2024-11-23
13-11,2029-11-13
25 April 2023,2023-04-25
25th of April 2011,2011-04-25
12-8-2000,2000-08-12
"July 7, 2016",2016-07-07
18/4/00,2000-04-18
50-2-2001,2001-02-25
9-10-2021,2021-10-09
12/23/2028,2028-12-23
12-3-94,1994-12-03
25:12:2006,2006-12-25
4 Jul 1997,1997-07-04
"Jan 22th, 2021",2021-01-22
1-6,2006-06-01
3/1/07,2007-03-01
ngày 10 tháng 11 năm 2031,2031-11-10
14 Dec 1991,1991-12-14
2-7-12,2012-02-07
"Feb 9th, 2023",2023-02-09
15-10,2007-10-15
17082014,2014-08-17
2019/5/4,2019-05-04
16-5,1997-05-16
26th of August 2011,2011-08-26
Aug 3 96,1996-08-03
"May 24th, 2006",2006-05-24
26/12/2025,2025-12-26
ngày 12 tháng 7 năm 1991,1991-07-12
"August 2, 2032",2032-08-02
15 January 2007,2007-01-15
9-8-2011,2011-08-09
14/12/2017,2017-04-14
2007/10,2007-10-09
28/7/33,2033-07-28
27/4-2026,2026-02-27
16 Ma 2030,2030-03-16
16/33/2008,2008-11-16
2030-9-11,2030-09-11
16-5-2000,2000-05-16
11/14/11,2011-11-14
2000-11-7,2000-11-07
2-8-2025,2025-08-02
"December 15, 2023",2023-12-15
3-26-32,2032-03-26
1/18/2016,2016-06-01
15/6/91,1991-06-15
2 tháng 4 năm 2019,2019-04-02
25-10,2022-10-25
2033-4-11,2033-04-11
8/14-1998,1998-07-08
9th of September 1998,1998-09-09
2008/5,2008-05-11
21 tháng 4 năm 2027,2027-04-21
7/6-2018,2018-06-07
13/12-2010,2010-12-13
1 Aug 2014,2014-08-01
12:1:1992,1992-01-12
23:6:2006,2006-06-23
17/1-2014,2014-01-17
2025-5-15,2025-05-15
11 February 1990,1990-02-11
6/2-2023,2023-02-06
"July 12, 2001",2001-07-12
21/2/2005,2005-02-21
"July 13, 2023",2023-07-13
11 Nov 2033,2033-11-11
24/6-2021,2021-03-24
Nov 20 02,2002-11-20
20 Ju 2015,2015-07-20
21Sep2033,2033-09-21
2002/4,2002-04-10
17 Ma 2010,2010-03-17
12-12,1991-12-12
25/8/2027,2027-08-25
12-10-23,2023-12-10
7/10/21,2021-10-07
2/4-2009,2009-02-02
11Nov2018,2018-11-11
Jul 10 90,1990-07-10
10:8:2032,2032-08-10
27 September 1992,1992-09-27
20/11-2032,2032-11-20
8-19-13,2013-08-19
20 Se 1995,1995-09-20
22-6,1998-06-22
24:1:2011,2011-01-24
7-1,2017-01-07
3/10/2026,2026-10-03
13 Dec 2010,2010-12-13
5/12/25,2025-12-05
ngày 18 tháng 4 năm 2015,2015-04-18
1st of May 2030,2030-05-01
28-10-2019,2019-10-14
08082027,2027-08-08
4/6-2032,2032-06-04
"December 10, 2011",2011-12-10
26 Se 2016,2016-09-26
14:1:2022,2022-01-14
18 Nov 2022,2022-11-18
23 August 2021,2021-08-23
ngày 25 tháng 3 năm 2002,2002-03-25
24/4/2032,2032-04-24
13.4.2015,2015-04-13
10-28-27,2027-10-28
11/5-1991,1991-05-11
18052010,2010-05-18
03082010,2010-08-03
11:11:2016,2016-11-11
4:4:2020,2020-04-04
5/13/06,2006-05-13
4-6-33,2033-04-06
21Mar2009,2009-03-21
6/13/2023,2023-06-13
6/6/04,2004-06-06
22.2.1995,1995-02-22
16:3:2007,2007-03-16
01032031,2031-03-01
13Oct2027,2027-10-13
2028-11-12,2028-11-12
"Feb 25th, 2032",2032-02-25
25/24/1993,1993-08-25
1/10-2014,2014-10-01
2007/1,2007-01-26
15/18-2027,2027-09-15
10 January 1997,1997-01-10
17/12-2025,2025-12-17
2009/8/21,2009-08-21
10Feb2024,2024-02-10
14-7-2018,2018-07-14
2011/9,2011-09-06
3rd of July 2018,2018-07-03
3-2-17,2017-03-02
1/3/2006,2006-01-03
2015-10-6,2015-10-06
"Jan 1st, 2000",2000-01-01
25 June 1996,1996-06-25
8 Jul 2019,2019-07-08
26-8,1999-08-26
21/4-1997,1997-02-21
1/19/2012,2012-01-19
19Dec2009,2009-12-19
Nov 15 23,2023-11-15
22/5-2014,2014-05-22
3 No 1991,1991-11-03
28 December 1997,1997-12-28
26.4.2032,2032-04-26
4-6-96,1996-04-06
14 Jul 1993,1993-07-14
1-2-1995,1995-02-01
14/8/2005,2005-08-14
8/11/14,2014-11-08
12-6,2016-06-12
"April 18, 1991",1991-04-18
26Nov2024,2024-11-26
19 Sep 2026,2026-09-19
2013-11-23,2013-11-23
23 Se 2034,2034-09-23
5Oct2014,2014-10-05
8-12,2005-12-08
15:9:2020,2020-09-15
2 Ma 2032,2032-03-02
26 Nov 2001,2001-11-26
20-12,1996-12-20
22 Se 2013,2013-09-22
18011993,1993-01-18
Aug 2 35,2035-08-02
2006/11,2006-11-01
27 December 2019,2019-12-27
Jun 8 13,2013-06-08
9-13-01,2001-09-13
26th of August 2034,2034-08-26
6/4/94,1994-06-04
28 tháng 2 năm 1993,1993-02-28
18Jun2033,2033-06-18
2022/6/1,2022-06-01
54-6-2013,2013-06-27
24.7.2003,2003-07-24
27.1.2019,2019-01-27
01111993,1993-11-01
ngày 21 tháng 11 năm 2020,2020-11-21
3 Ma 2018,2018-05-03
2/2/15,2015-02-02
21/10/33,2033-10-21
10.9.1996,1996-09-10
3rd of June 2027,2027-06-03
ngày 17 tháng 10 năm 2034,2034-10-17
21th of November 2022,2022-11-21
28/2/96,1996-02-28
"May 21, 1995",1995-05-21
21-6-1994,1994-06-21
24 Se 1992,1992-09-24
20Sep2031,2031-09-20
2009/1,2009-01-18
25/2-2012,2012-01-25
2-5,1998-05-02
10-3-12,2012-10-03
6 Jan 2032,2032-01-06
7/11-1992,1992-11-07
ngày 24 tháng 8 năm 1997,1997-08-24
1/15/06,2006-01-15
8 Dec 2006,2006-12-08
11 April 2001,2001-04-11
16112010,2010-11-16
4/24/2029,2029-04-24
24 tháng 3 năm 2019,2019-03-24
12/4/27,2027-04-12
16/10/96,1996-10-16
1-8-02,2002-01-08
5.2.2015,2015-02-05
ngày 4 tháng 8 năm 2007,2007-08-04
25-3,2017-03-25
3/16/30,2030-03-16
28/10/04,2004-10-28
ngày 19 tháng 4 năm 2027,2027-04-19
32-1-2012,2012-01-16
1 tháng 12 năm 2027,2027-12-01
9/4/12,2012-04-09
11/8-2009,2009-08-11
25092004,2004-09-25
19/5/2017,2017-05-19
5th of February 2034,2034-02-05
6/27/2031,2031-09-06
20-11-1998,1998-11-20
2:2:2001,2001-02-02
8/4-1991,1991-04-08
"February 24, 2011",2011-02-24
25012012,2012-01-25
22-4-2029,2029-04-11
9.11.2011,2011-11-09
2000/12,2000-12-16
20 November 2029,2029-11-20
22/8-2031,2031-04-22
25.2.2022,2022-02-25
5 tháng 7 năm 2016,2016-07-05
15th of July 1995,1995-07-15
23/33/2025,2025-11-23
"Nov 10th, 2024",2024-11-10
7-16-09,2009-07-16
17/2-1994,1994-01-17
6 tháng 3 năm 2010,2010-03-06
25/7/97,1997-07-25
9/19/08,2008-09-19
18-8-2012,2012-08-18
2003/1,2003-01-22
2006-9-11,2006-09-11
"July 28, 2011",2011-07-28
25022031,2031-02-25
Jun 23 23,2023-06-23
25Dec2011,2011-12-25
28-6-2027,2027-06-28
12/3/2009,2009-03-12
6 Au 1999,1999-08-06
5Jan2015,2015-01-05
ngày 20 tháng 11 năm 2028,2028-11-20
11/21/23,2023-11-21
23/1/06,2006-01-23
21th of October 2032,2032-10-21
14 tháng 1 năm 2014,2014-01-14
Jul 9 14,2014-07-09
22/15/2011,2011-05-22
9 August 2007,2007-08-09
8th of March 2024,2024-03-08
25:5:2019,2019-05-25
26 Sep 2023,2023-09-26
2010/10/26,2010-10-26
12/24-2031,2031-12-12
10/21/28,2028-10-21
15/10-2014,2014-10-15
28:9:2003,2003-09-28
11.10.2004,2004-10-11
5/12-2020,2020-12-05
13/4/30,2030-04-13
4:10:2015,2015-10-04
11-9-29,2029-11-09
"September 5, 2017",2017-09-05
7:8:1992,1992-08-07
21-7,2002-07-21
9 Au 2011,2011-08-09
"Mar 27th, 1990",1990-03-27
16 Se 2018,2018-09-16
5 Se 2017,2017-09-05
2000/6,2000-06-16
15/4-2033,2033-04-15
30-11-2033,2033-11-15
2034/2/21,2034-02-21
5th of November 2030,2030-11-05
20/12/2006,2006-12-20
3-10-1992,1992-10-03
9.9.2031,2031-09-09
1990/11/22,1990-11-22
23-5,2023-05-23
Aug 4 20,2020-08-04
16/6/2033,2033-06-16
27 Ja 1995,1995-01-27
10-23-02,2002-10-23
27 Ju 1991,1991-06-27
1995/2,1995-02-25
Jun 16 34,2034-06-16
Aug 11 24,2024-08-11
9/2/22,2022-02-09
04102033,2033-10-04
13/24/2012,2012-08-13
9/2-2012,2012-02-09
12 August 2024,2024-08-12
3/36/2013,2013-12-03
22th of May 2000,2000-05-22
28/22-2032,2032-11-28
11/12/1990,1990-04-11
2012-3-19,2012-03-19
10/5-2019,2019-05-10
26 Nov 1996,1996-11-26
2034-8-19,2034-08-19
8-20-19,2019-08-20
7-7,2008-07-07
27/15/2026,2026-05-27
12.5.1995,1995-05-12
28 tháng 9 năm 2001,2001-09-28
23-4-2035,2035-04-23
Apr 16 95,1995-04-16
1999/3,1999-03-05
Apr 16 24,2024-04-16
17/7/10,2010-07-17
1995-7-13,1995-07-13
11/8-2020,2020-08-11
15/9/94,1994-09-15
4/6-2014,2014-06-04
19 Ma 2010,2010-05-19
6 October 1991,1991-10-06
26/14-1994,1994-07-26
2/8-2032,2032-08-02
1-21-90,1990-01-21
2016-11-7,2016-11-07
12/33/1990,1990-11-12
24-9-2018,2018-09-24
2/15/2018,2018-05-02
3/12/2016,2016-03-12
"February 22, 2006",2006-02-22
9 December 2016,2016-12-09
01112015,2015-11-01
19/3/26,2026-03-19
02112005,2005-11-02
1/8/33,2033-08-01
3 Feb 2023,2023-02-03
19Dec2028,2028-12-19
11/9/1994,1994-09-11
4Jan2010,2010-01-04
"January 8, 2018",2018-01-08
4:3:1990,1990-03-04
2016/8/28,2016-08-28
